100,7.163273620605469
200,6.7306159973144535
300,7.2567018781389505
400,4.458576520284017
500,5.948543548583984
600,5.819303894042969
700,4.557968616485596
800,6.720052719116211
900,4.901957829793294
1000,5.8272683885362415
1100,5.7491021156311035
1200,6.1981103515625
1300,6.487429141998291
1400,4.6778364181518555
1500,5.8029303550720215
1600,5.0356292724609375
1700,5.253600120544434
1800,5.952973799272017
1900,6.080171585083008
2000,6.022413889567058
2100,6.273766040802002
2200,5.322708606719971
2300,5.162344796316964
2400,5.56126708984375
2500,4.828033828735352
2600,5.047933578491211
2700,6.349520596590909
2800,5.194401550292969
2900,4.409920283726284
3000,6.624314785003662
3100,5.896331310272217
3200,4.45051520211356
3300,4.597403390066964
3400,5.53689448038737
3500,5.105918502807617
3600,5.779042561848958
3700,5.560843997531467
3800,5.916994094848633
3900,5.410610743931362
4000,6.233194078717913
4100,5.806134033203125
4200,4.681807994842529
4300,4.938566207885742
4400,7.580772399902344
4500,5.824335098266602
4600,4.8162284851074215
4700,4.613631248474121
4800,6.210784912109375
4900,4.997378213065011
5000,6.899085998535156
5100,6.397876739501953
5200,4.5360002517700195
5300,6.540864562988281
5400,6.484205457899305
5500,4.913501262664795
5600,5.950885772705078
5700,4.785795211791992
5800,5.349392700195312
5900,6.599401262071398
6000,5.051881578233507
6100,4.941424051920573
6200,8.663656234741211
6300,4.52078119913737
6400,5.96093125776811
6500,4.174711499895368
6600,5.484116744995117
6700,5.806960678100586
6800,5.624675114949544
6900,3.8433356285095215
7000,5.4709451463487415
7100,5.323231288364956
7200,6.89448356628418
7300,6.006850348578559
7400,5.802830622746394
7500,7.174349975585938
7600,5.513441467285157
7700,5.942631808194247
7800,8.282277425130209
7900,4.140022277832031
8000,6.568314552307129
8100,5.351504189627511
8200,4.402624130249023
8300,3.1192212785993303
8400,7.180288427016315
8500,5.542835235595703
8600,7.210416793823242
8700,3.181838353474935
8800,3.5169382095336914
8900,5.507341558283025
9000,4.601349258422852
9100,5.285331379283559
9200,5.966583945534446
9300,4.400811004638672
9400,5.5779555184500555
9500,5.216017586844308
9600,4.064608679877387
9700,4.576607704162598
9800,6.436532454057173
9900,5.411868168757512
10000,6.823605060577393
10100,4.812679290771484
10200,5.584168243408203
10300,6.128922598702567
10400,3.1821816762288413
10500,4.5155529446072045
10600,4.945304870605469
10700,3.199678421020508
10800,5.57566515604655
10900,3.3503939310709634
11000,3.959700690375434
11100,4.55110502243042
11200,6.0315399169921875
11300,5.626154899597168
11400,4.94406000773112
11500,5.857951641082764
11600,3.4928836822509766
11700,5.313028335571289
11800,5.3788136568936435
11900,5.155398178100586
12000,5.405856450398763
12100,4.766057968139648
12200,4.814716339111328
12300,4.047528675624302
12400,4.730563735961914
12500,3.8898677825927734
12600,3.8901954650878907
12700,6.111192183061079
12800,4.406277465820312
12900,4.066373552594866
13000,5.093229293823242
13100,5.674431324005127
13200,2.920751299176897
13300,3.7847821371895924
13400,4.599384943644206
13500,3.881348419189453
13600,5.295424143473308
13700,4.154749128553602
13800,5.355730692545573
13900,4.670436314174107
14000,5.65430177961077
14100,5.599988555908203
14200,4.4740447998046875
14300,4.505143737792968
14400,5.6537933349609375
14500,5.90299129486084
14600,3.7926620483398437
14700,4.459465026855469
14800,5.711816515241351
14900,4.127761023385184
15000,4.833658695220947
15100,5.968968391418457
15200,3.6436548233032227
15300,5.310165786743164
15400,5.780000474717882
15500,3.773433208465576
15600,5.519721349080403
15700,4.7232311248779295
15800,4.841727066040039
15900,6.882564544677734
16000,4.611335754394531
16100,3.9291248321533203
